,text,labels
216,যারা আবার  করোনভাইরাস নিয়ে অসুস্থ এবং তাদের যত্ন নিচ্ছেন এমন স্বাস্থ্যসেবা কর্মীদের পাশাপাশি সিভিল কর্তৃপক্ষ এবং রোগীদের সহায়তা করার ক্ষেত্রে এবং ভাইরাসের বিস্তারজনিত জড়িত সকলকেও আমার ঘনিষ্ঠতা জানাতে চাই wish,0
217,"হুম। তবুও যদি হ্যারি এবং মেঘান এটি নিয়ে রসিকতা করে তবে এটি হত ""গ্রেট ব্রিটেনের নিরীহ নাগরিকদের জন্য মৃত্যু কামনা করেছেন""",0
218,"breaking: ট্রাম্প এখনও এমন একটি সংস্থার মালিকানা পেতে পারেন যা সিডিসির মতে, ফেডারেল সরকারকে করোনভাইরাস টেস্ট কিট সরবরাহের ক্ষেত্রে মুখ্য ভূমিকা নেবে, যার অর্থ ট্রাম্প করোনভাইরাস পরীক্ষা থেকে লাভ করতে পারে। covid 19  করোনভাইরাস URL",1
219,কর্নাভাইরাস covid-19 গ্লোবাল কেসগুলি জনস হপকিন্স বিশ্ববিদ্যালয়ের @ জেএইচএসআইটিএমএস URL URL দ্বারা সন্ধান করা হয়েছে,0
220,"আপনি কি জানেন যে এই মুহূর্তে covid-19 এর 96,950 টি কেস রয়েছে? আপনি কি জানেন যে এটি থেকে 3,308 জন মারা গেছে? তবে আপনি কি জানেন যে এর মধ্যে 53,981 টি মামলা ইতিমধ্যে পুনরুদ্ধার হয়েছে? মিডিয়াটিকে আপনার মস্তিষ্ক নিয়ন্ত্রণ করতে দেওয়া বন্ধ করুন। ভীতি কৌশল হ'ল বাস্তব কৌশল। আপনার গবেষণা করুন।",1
221,"প্রিয় @ ভিপি পেন্স: নীচেরটি কি সত্য? তোমার কোন পরিকল্পনা আছে? এছাড়াও, স্থানীয় এখতিয়ারগুলি যখন আপনি প্রতিশ্রুতি দিয়েছিলেন  করোনভাইরাস পরীক্ষার কিট পেতে চলেছে?",0
222,"আমি একটি মাদুর সাল্লেহ বসের সাথে কাজ করি এবং প্রতিবার যখন সে কাউকে হাঁচি দেয় বা কাশি শুনে তিনি তাত্ক্ষণিকভাবে ফিরে যেতে বা বাড়ি থেকে কাজ করতে বলতেন। আমাদের এশিয়ানদের বিষয় হ'ল, আমরা সবসময়ই মনে করি রাজিন্য ডিটিজি কেরজা ওয়ালাপুন সরকার এত বেশি উত্সর্গ করুন তবে আপনি কেবল ছড়িয়ে ছিটিয়ে থাকা জীম .....",1
224,"ফেডারেশন সরকার কয়েক সপ্তাহ পরে covid-19 টেস্টিংয়ে পা ফেলছে, ট্রাম্প কেবলমাত্র তার ব্যক্তিগত রাজনৈতিক সুবিধার জন্য প্রাদুর্ভাবের পরিমাপটি কাজে লাগাতে চান এমন ক্যামেরাগুলির সামনে স্বীকার করেছিলেন।",1
226,কোরিয়া: কোভিড -১৯ পিএইচ জন্য বিনামূল্যে পরীক্ষা কিট দিচ্ছে: আমরা টিকটকে !!!,1
228,আমি আমার হাত ধোয়া: [বাই শ্যারোনা ভয়েস] ডাই করোনা,0
229,রিপ দাদা আমরা কি 30 গিফটেড সাবস পেতে পারি? ',0
230,wtaf?!?! পরীক্ষার ফলাফলের জন্য অপেক্ষা করতে করতে ডার্টমাউথের একজন মানুষকে  সিওভিআইডি 19 এর লক্ষণ রয়েছে এবং সেগুলি স্বতঃসংশ্লিষ্ট করতে বলা হয়েছিল। তিনি সিদ্ধান্ত নিয়েছেন যে তিনি ভাল আছেন এবং একটি পার্টিতে যান। পরের দিন ইতিবাচক ফলাফল ফিরে এসেছিল। এখন অন্য একটি আছে। এত লোক কেন এটাকে রসিকতা হিসাবে ব্যবহার করছে? coronavirususa,1
231,করোনাভাইরাস ছড়িয়ে পড়া বন্ধ করতে কী কাজ করে: 1. কমপক্ষে 20 সেকেন্ডের জন্য আপনার হাত ধুয়ে নিন 2. আপনার কনুইতে কাশি এবং হাঁচি ৩. আপনি অসুস্থ থাকলে বাড়িতে থাকুন যা কাজ করে না: 1. বর্ণবাদ,1
232,একজনের নিজের মুখ স্পর্শ করার পরামর্শ দেওয়া হয় না কারণ  করোন ভাইরাস সারা বিশ্বে ছড়িয়ে পড়ে। অন্যের মুখ স্পর্শ করা সহজভাবে গ্রহণযোগ্য নয়। justsowrongjoe notokayjoe URL,1
233,"এখানে আমার পাবলিক সার্ভিসের ঘোষণাটি দেওয়া হয়েছে: যদি @ রিয়েলডোনাল্ড ট্রাম্প  করোনভাইরাস অটব্রেক সম্পর্কে ডাক্তার এবং বিশেষজ্ঞরা যা বলেছেন তার সাথে বিরোধে কিছু বলে বা টুইট করে, চিকিত্সক এবং বিশেষজ্ঞদের বিশ্বাস করুন। আপনার এবং আপনার পরিবার এবং বন্ধুদের জীবন ঝুঁকিতে পড়তে পারে।",0
234,covid-19 সম্পর্কে ভীতিকর বিষয়টি এটি দেখতে জিরার টিকিটের মতো লাগে,0
235,ভিয়েতনাম এমন প্রথম দেশ যেখানে পুরোপুরি সারস এবং কভিড -১৯ (কোনও মৃত্যুহীন নয়) রয়েছে এবং এক মাসের মধ্যে একটি দ্রুত-পরীক্ষার কিট তৈরি করেছে যা ডাব্লুএইচও বলেছে যে চার বছর সময় নিতে হবে। বিশ্ব সংকট মোকাবিলার জন্য এখন ডাব্লুএইচও ভিয়েতনামের সাথে পরামর্শ করছে। অবশ্যই এটি আমাদের সংবাদে নেই।,1
236,"করোন ভাইরাসের মধ্যে মারা গেছে এমন লোকের সংখ্যা থেকে প্রতিটি বছরই নিয়মিত ফাকিং ফ্লু থেকে আরও লোক মারা যায়, আপনার হাতটি ধাপে ধাপে ধাপে ধাপে আপনার চার্চটি চলাচল করে চলেন আপনার চ্যানেল চালান",1
237,অনুবাদ - একটি 60 বছর বয়সী মহিলা ঠান্ডা ধরা পড়েছিলেন এবং ভাল আছেন।,1
238,এটি করোনার সময় URL,0
239,"এটি প্রথম না দেখে  করোনভাইরাস থেকে মারা যাবেন না, এটি আপনি এই বছর দেখছেন এমন সেরা ক্লিপ।  কোভিড_19  তৃতীয় বৃহস্পতিবারের খবর  তৃতীয় বৃহস্পতিবার প্রচার  করোন ভাইরাস URL",0
240, কভিডের অব্যাহত অভাব 19 টেস্টিং @ রিয়েলডোনাল্ড ট্রাম্পের মাধ্যমে ডিউটির একটি নির্ধারণ। জানুয়ার পর থেকে তিনি  করোনভাইরাস সম্পর্কে জানতেন। বিশেষত লজ্জাজনক বিষয়টি হ'ল @ পটুস ভাইরাসটি বন্ধ হয়ে গেছে বলে পরীক্ষা করার অভাবে কৃত্রিমভাবে বিচ্ছিন্ন সংখ্যাগুলি ব্যবহার করছেন। এটা না।,1
241,"যদি আমি করোনাকে পেয়ে থাকি তবে আমি সেই পাগল টিবিএইচ হতে পারতাম না। শোষণ এবং স্টাফগুলি ধরে রাখতে, পড়তে, একগুচ্ছ লিখতে এবং আমি ভাগ্যবান হলে, মারা",0
242,এটি করোনার ভাইরাসে আমি যে তথ্য পেয়েছি তার সেরা সেট এটি সম্পূর্ণ 10 মিনিট URL দেখার মতো,0
243,সাধারণ অসুস্থ পিপিএল বনাম কোরোনা ভাইরাসযুক্ত লোকেরা  কোরোনাভাইরাসচ্যালেন URL,0
244,সাম্প্রদায়িক বিদ্বেষের ভাইরাসটি করোনার ভাইরাসের চেয়ে মারাত্মক!,0
246,করোনার ভাইরাস অস্থায়ী। ঘরের সংগীত চিরকাল,0
247,আপনার অনুমোদনের নম্বরগুলি সহায়তা করার জন্য করোনভাইরাস ভুক্তভোগীদের কাছে ডিনিন 'পরীক্ষা হত্যার চেষ্টা হিসাবে বিবেচনা করা উচিত। URL,0
248,করোনোভাইরাস  covid19 বাতিল হয়েছে! । URL,0
249,কর্নোনা সম্পর্কে আপনি টুইট করছেন তবে কর্ণিশিয়ান স্মেথ নয়,0
250,সমগ্র বিশ্ব: করোনার ভাইরাস বিপজ্জনক। জামাইকানস: URL,0
251,"""আপনি দেখতে পাবেন যে কফিনটি এখানেই আছে"" URL URL",0
252,"প্রতিকূল স্থান এলিয়েনদের আক্রমণ হিসাবে, covid-19 হ'ল মানব প্রজাতির একটি শত্রু যা আলোচনা করবে না that এটি আপনার জাতীয়তা, আদর্শ, রাজনীতি বা ধর্মের বিষয়ে চিন্তা করে না। আমাদের সকলের এই শত্রুটির বিরুদ্ধে লড়াই করার বিশ্বব্যাপী প্রচেষ্টা প্রয়োজন, বিজ্ঞানের দ্বারা পরিচালিত এবং যাদুকরী চিন্তাভাবনার দ্বারা নয়। URL",1
253,"এর শুক্রবারের মাথু ফাকার্স, আপনি করোনার রসে ভরা বাদামের বস্তা এবং একটি শ্বাস প্রশ্বাসের মুখোশ দেখিয়ে দিচ্ছেন .....",0
254," ভিডিও:  মক্কার পবিত্র মসজিদে পবিত্র কাবার আশেপাশে চলাচলকারী অঞ্চলটি অকার্যকরভাবে খালি করা হয়েছিল যাতে এটি পরিষ্কার ও নির্বীজন করা যায়, কারণ  করোনভাইরাস ভয় এবং তীর্থযাত্রীদের সুরক্ষার জন্য বীমা করা হয়েছিল। URL",1
255,দোহ টিকটোকের উপর আনুষ্ঠানিকভাবে! t এই টিকটোক ভিডিওতে কভিড -১৯ এর বিরুদ্ধে প্রতিরক্ষামূলক ব্যবস্থা শিখুন! covidance চ্যালেঞ্জ এ যোগ দিন! আইডি তে ডিওএইচ এর অফিসিয়াল টিকটাক অ্যাকাউন্ট অনুসরণ করুন: দোহগোভ্ফ URL,0
256,"nursএর নার্স initially প্রাথমিকভাবে রিফিউজিং এবং তারপরে  covid19 টেস্টে বিলম্বের জন্য  করোনভাইরাস এবং এসআইসিকে কোয়ারেন্টাইন-তে হাতুড়ি @ সিডিসিগোভের সংস্পর্শে এসেছেন। ""কী হাস্যকর এবং অশিক্ষিত প্রতিক্রিয়া ... এটি জনস্বাস্থ্যের জরুরি অবস্থা” "" এইচ / টি @ আইএম_ ব্রুকস্মিথ @ ন্যাশনালনার্স URL",1
257,আরও আশা নিয়ে আসা যাক! বিজ্ঞানের কাজ! URL,0
258,"6th ই মার্চ 3pm কেএসটি হিসাবে, btsarmy প্রায় অনুদান প্রদান করেছে 505,500,000 9 দিনের মধ্যে covid-19 ত্রাণের জন্য জিতেছে !! @bts_twt URL",1
259,"রাষ্ট্রপতি ট্রাম্প কভিড -১৯ এর জন্য একটি নিরাময় তৈরি করতে পারেন এবং আমরা টিডিএসের ভিড়ের কাছ থেকে 'আমার নিরাময় নয়' শুনতাম। তারা বলে যে আমরা একটি সম্প্রদায়, যখন বাস্তবে আমরা পরিবার। টিম ট্রাম্প একটি রাজবংশ এবং এই রাজবংশ তাকে পুনরায় নির্বাচিত করতে চলেছে।  landslide2020",0
260,"@ রিয়েলডোনাল্ড ট্রাম্প এবং ক্রোনিজ  করোনভাইরাস অটব্র্যাককে নেমে যাওয়ার পরে, পেন্স এখন স্বীকার করেছেন যে পর্যাপ্ত  করোন ভাইরাস পরীক্ষা কিট নেই। বিশেষজ্ঞরা (আমাকে সহ) কয়েক সপ্তাহ ধরে এটি দেখতে পেয়ে পয়েন্ট-অফ-কেয়ার  covid19 পরীক্ষার আহ্বান জানিয়েছিলেন। তাদের অক্ষমতার জন্য জীবন ব্যয় হবে",1
261, হংকোনজারস যথাযথ কারণে তাদের নিজস্ব সরকারের কথা না শুনে সিদ্ধান্ত নিয়েছে এবং নিজের সুরক্ষার জন্য মুখোশ পরার সিদ্ধান্ত নিয়েছে। এই তালিকার বেশিরভাগ দেশের তুলনায়  হংকং-এর আগে  করোনভাইরাস পথে প্রথম ঘটনা ঘটেছে এবং এর পরে এর ক্ষেত্রে প্রায় কোনও কমই দেখা যায়নি।,1
262,সুতরাং স্থানীয় ট্রান্সমিশন আছে। আপনার হাত ধুয়ে নিন দয়া করে লোকদের উপর কাশি বা হাঁচিবেন না।,0
263,"কেরালা ভারতের একমাত্র রাজ্য যা সফলভাবে ৩ টি মারাত্মক ভাইরাস, করোনা, নিপা এবং বিজেপি বন্ধ করেছিল।",1
264,সারস-এর মতো ফুসফুসের ক্ষয়ক্ষতির এই সর্বশেষ প্রতিবেদনটি  চীন থেকে  করোনভাইরাস মামলার প্রাকৃতিক প্রতিবেদনের সাথে সামঞ্জস্যপূর্ণ। কমপক্ষে ১ জন রোগী যিনি  সিওআইভিড ১৯-এ বেঁচে গিয়েছিলেন তার পরে তার ফুসফুসের স্থায়ী ফাইব্রোসিস ('দাগ পড়া') কারণে ফুসফুস প্রতিস্থাপন হয়েছিল। URL,1
265,আমার বিহুন সুপার সাম্বল হিটম ছাড়া নিখুঁত নয়,0
266,মার্কিন সরকারকে অনুদান মার্কিন যুক্তরাষ্ট্রের ট্রেজারিতে একটি নির্দিষ্ট অফিস দ্বারা পরিচালিত হয়; আপনি “স্বাস্থ্য সহকারী সচিবের কার্যালয়ে” কোনও চেক প্রেরণ করেন না - URL দেখুন,1
267,"সুতরাং আজকের জন্য এখানে একটি প্রশ্ন রয়েছে: আপনি যদি সিয়াটল অঞ্চলে ডাক্তার হন তবে আপনি কি আজকের মতো, কোনও রোগীর পরীক্ষা করা উচিত বলে মনে করেন তার জন্য একটি covid-19 পরীক্ষার আদেশ দিতে পারেন? এলাকার প্রকৃত চিকিত্সা পেশাদারদের কাছ থেকে শুনতে আগ্রহী।",0
268,আমরা কী বলতে পারি যে '16 জনের পরীক্ষা করা হয়েছে',0
269,"এই  করোনভাইরাস জরুরী প্রতিক্রিয়া প্যাকেজটি আমাদের সরকারকে এই জনস্বাস্থ্য সংকটের মোকাবিলা করার জন্য প্রয়োজনীয় সংস্থানগুলি দেয় - অন্যান্য সমালোচনামূলক উদ্যোগ থেকে একটি পয়সা চুরি না করে। আমার স্বাক্ষর সহ, এটি রাষ্ট্রপতির ডেস্কে যায়। URL",1
270,ভাইরাস ভ্রমণের জন্য আমাদের প্রয়োজন। আসুন আমরা সচেতন এবং দায়িত্বশীল পদক্ষেপ নিয়ে 'ভাইরাসকে বীট করি'। ভাইরাসকে আপনার এবং জাতির জীবনকে স্থানচ্যুত এবং ব্যাহত করার অনুমতি দেবেন না। - এসজি  করোনো ভাইরাস,0
272,"আচ্ছা, আমরা এখানে প্রথমে ফোন করেছি, তাই না? বা কমপক্ষে প্রথমটির মধ্যে ... এটি সুসংবাদ হবে।",0
274,"প্রিয় @ স্টেটডেপ্ট: @ হাউজফোরইন বিষয়ক কমিটিতে গত সপ্তাহে একটি অনুস্মারক, @ সেক পম্পেও এই অস্বীকার করতে 6 বার প্রত্যাখ্যান করেছিলেন যে  করোনভাইরাসটি একটি প্রতারণা। URL",1
275,তুরস্কের সাথে অদ্ভুত কিছু চলছে। এটি ডাব্লুএইচওকে করোনার ভাইরাস সম্পর্কিত প্রমাণ দিতে অস্বীকার করছে। গুজব রয়েছে যে সমস্যাটি প্রায় ইরানের মতো। কিছু ঘটনা তুর্কি এয়ারলাইন্সে প্রকাশিত হয়েছে। টিএ দেউলিয়ার দ্বারপ্রান্তে রয়েছে বলে তারা প্রমাণ দেয় না URL,1
276,"জাপান: ক্লোজ স্কুল ইতালি: ক্লোজ স্কুল এবং ফুটবল গেম চীন: অলিম্পিক সবকিছু বন্ধ করে দিন; ট্রাম্প বাতিল করতে পারে: করোনাভাইরাস একটি প্রতারণা, আমার কুঁচি বিশেষজ্ঞরা ভুল, এবং আপনার কাজ এবং স্কুলে যাওয়া উচিত।  ট্রাম্পভাইরাস  covid19  করোন ভাইরাস",1
277,"বাধা দেবেন না! দোষারোপ  4 করোনভিভাইরাসিনা আমাদের নতুন দুষ্ট সাম্রাজ্য -4 এর কভারআপটিকে 2 একত্রিত করতে সক্ষম করবে। এই মহামারীটি কেবল চীনা মানুষকেই নয়, সারা বিশ্বে মানুষকে হত্যা করছে উপ-প্রিমিয়ার-ভিজিট হিসাবে ভুয়ান ভুক্তভোগীরা ভুয়া চিৎকার করেছে। URL",1
278,"টিএমজেড এবং অন্যান্য কয়েকটি নির্ভরযোগ্য উত্স অনুসারে। সেলিনা গোমেজ কর্নাভাইরাস নামে পরিচিত সিওভিড -১৯ এর বিস্তার রোধে সহায়তা করার জন্য ভ্যাকসিন গবেষণায় $ ১,০০,০০০ ডলার অনুদান দিয়েছেন। ""আমি সবাইকে জানতে চাই যে তারা বিরল এবং খুব শীঘ্রই এই রোগ হবে” "" URL",1
280,6 মার্চ 20 | সন্ধ্যা 7 টা জিএমটি + ২  অঞ্চলে নিশ্চিত  covid19 কেস-আফগানিস্তান 1 -বাহরিন 56 - মিশর 15 - ইরান 4747 এর সাথে 124 জন মারা গেছে - ইরাক 38 জনসহ 2 মৃত্যুর - জর্দান 1 - কুয়েত 58 cases লেবানন 16 মরোকো 2 manমান 16 opt 7 akপাকিস্তান 6 -কাতার 11 unতুনিসিয়া 1 কেএসএ 5 auae 29 URL,1
281,"ট্রাম্প প্রচারে সিএনএনকে ‘মিথ্যা ও মানহানিকর’ ‘রাশিয়া রাশিয়া’ বক্তব্য নিয়ে মামলা করেছে, লক্ষ লক্ষ লোকসানের ক্ষতি চেয়েছে। ফেক নিউজ মিডিয়াস  করোনভাইরাস থেকে খারাপ। জনগণের শত্রু! মহান জাগ্রত। আপনি এখন খবর। হ্যান্ডেল ডাব্লু / কেয়ার। প্রশ্ন qanon  trump2020 kag  kag2020  wwg1wga URL",1
282," covid19 থেকে আরও তিনজন ইরানী কর্মকর্তা নিহত হয়েছেন বলে জানা গেছে। হয় রাজনীতিবিদ হওয়ার কারণে আপনি করোনাভাইরাসকে অতিরিক্ত সংবেদনশীল করে তুলুন, বা এই রোগের বিস্তারটি সরকার স্বীকারের চেয়ে বেশি মাত্রার অর্ডার: URL",1
283,@ রিয়ালডোনাল্ড ট্রাম্প ডোনাল্ড ট্রাম্প আটলান্টায় সিডিসিতে তার ভ্রমণ বাতিল করেছেন কারণ একজনের অভিযোগ  করোন ভাইরাস ছিল ??  হাইপোক্রিট URL,1
284,"এটি আপনাকে অবাক করে তোলে। আপনি যদি কেবল একটি প্রতারণা, বা আরও খারাপ ফ্লু হয়ে থাকেন তবে কেন আপনি একটি দর্শন বাতিল করবেন?  জার্মাফোবি ট্রাম্পের 2 টি মান রয়েছে। covid-19 এ সংক্রামিত প্রত্যেক ব্যক্তি এখনও কাজ করতে যেতে পারে, যদি না তিনি বোনস্পর্স অফ চিফ URL",1
285,সতর্কতা : এই ব্যক্তিটি জোটের ছদ্মবেশী সাম্রাজ্যের রাজা। তিনি যা বলেন বা লেখেন কিছুই বিশ্বাস করবেন না। তিনি খাঁটি বিশৃঙ্খলা।,1
286,নকল মামলা সম্পর্কিত প্রশ্ন নিয়ে মিডিয়া আমাদের বোমা মারছে। আমি প্রথমে জানব সেটাই হবে know আমি আপনাকে জাল খবর থেকে বিরত করার জন্য অনুরোধ করছি  করোনভাইরাস URL,1
287,নিউইয়র্ক এজি টেলিভিশনজালিস্টকে হুঁশিয়ারি দিয়েছে  জিমব্যাকারকে জাল বিক্রি বন্ধ করতে  এজি'র স্বাস্থ্যসেবা ব্যুরোর প্রধান  লিসাল্যান্ডা আইনজীবি পদক্ষেপের হুমকি দিয়ে বক্করকে বৃহস্পতিবার একটি স্থগিত ও নিষিদ্ধ চিঠি পাঠিয়েছেন  এমওজি  ব্লু ওয়েভ2020  ম্যাগা  ক্রিশ্চিয়ান্স URL / /t.co/y1iwhzwlsi,1
288,"করোনার ভাইরাস দক্ষিণ আফ্রিকা পৌঁছানোর আগে, ট্র্যাভর নোহ প্রতিদিনের অনুষ্ঠানটিতে মজা করে বলেছিলেন যে আমরা চীন ও তাদের জাল জিনিসগুলির কারণে মারা যাব। কিছু আমেরিকান ক্ষুব্ধ হয়েছেন যে তিনি এমন মারাত্মক পরিস্থিতি নিয়ে মজা করছেন এবং তিনি ছিলেন",1
289,"যেহেতু এটি কখনই মিডিয়া দ্বারা রিপোর্ট করা হবে না, তাই আমি এই চেকটির একটি অনুলিপি ভাগ করতে চেয়েছিলাম। @ রিয়েলডোনাল্ড ট্রাম্প আবারও তার বেতন মার্কিন যুক্তরাষ্ট্র সরকারকে দান করছেন â € ”এই ত্রৈমাসিকে, এটি এইচএইচএসজিভকে  করোনভাইরাসকে মোকাবেলা, সংঘবদ্ধকরণ এবং লড়াই করার জন্য অনুদান দেওয়া হবে। মার্কিন যুক্তরাষ্ট্র এর পতাকা",1
290,"ধন্যবাদ,  মিশেল ব্লুমবার্গ আমেরিকার সবচেয়ে ক্লাসহীন ব্যক্তি দ্বারা  করোন ভাইরাস ছড়িয়ে দেওয়ার পথে এখানে একটি সামান্য (অজান্তেই) ডেমো: আপনার লালা ভেজানো আঙ্গুল দিয়ে যতটা সম্ভব সম্প্রদায়ের খাবারের স্পর্শ করুন।  মিনিমাইক ব্লুমবার্গ  ড্রলিংব্লুমবার্গ",0
291,"লোকেরা, আপনি যখন বলছেন ""করোনার ভাইরাস কোনও বড় বিষয় নয়, এটি কেবলমাত্র প্রতিবন্ধী, বয়স্ক, ছদ্মবেশী-অসুস্থ এবং অনাক্রম্য ব্যক্তিদের হত্যা করে,"" এর অর্থ এই যে লোকেরা ব্যয়যোগ্য। আরও যত্নবান হন।",0
292,ভারতে করোনা ভাইরাসের মাত্র 1 কেস এবং মানুষ মুখোশের জন্য পাগল !! প্রতিদিনের 400 জন মানুষ সড়ক দুর্ঘটনায় মারা যায় এবং এখনও হেলমেটচিনাকিং মুখের জন্য কোনও ক্রেজ নেই  ভাইরাস বা সড়ক দুর্ঘটনার কারণ হতে পারে সেফটিসাইটগুলি!,1
293,"রাষ্ট্রপতি @ রিয়েলডোনাল্ড ট্রাম্প অফিসে থাকাকালীন তার বেতন অনুদানের প্রতিশ্রুতিবদ্ধ করেছিলেন। এই প্রতিশ্রুতির প্রতি শ্রদ্ধা জানাতে এবং আমেরিকান জনগণকে আরও সুরক্ষিত করার জন্য, তিনি  করোনভাইরাসকে মোকাবেলা, ধারণ এবং লড়াইয়ের জন্য পরিচালিত প্রচেষ্টাকে সমর্থন করার জন্য @ এইচএইচএসজিভকে তার 2019 এর q4 বেতন অনুদান দিচ্ছেন।",1
294,"আমি সিয়াটলে থাকি, আমার covid-19 এর সমস্ত লক্ষণ রয়েছে এবং দীর্ঘস্থায়ী ব্রঙ্কাইটিসের ইতিহাস রয়েছে। যেহেতু আমি অনেক 65+ রোগী এবং দীর্ঘস্থায়ী অসুস্থ রোগীদের সাথে একটি শারীরিক থেরাপি ক্লিনিকে কাজ করি, তাই আমি দায়বদ্ধ হয়ে পরীক্ষা নেওয়ার সিদ্ধান্ত নিয়েছিলাম। এভাবেই চলল।",1
295,"আমার বাবা বলেছিলেন ""কেন তারা কেবল করোনার ভাইরাস নিরাময় করে না"" এবং আমি তাকে বলেছিলাম যে এটি আমাকে এই হোম চলচ্চিত্রের ক্লিপটির কথা মনে করিয়ে দেয়",0
296,"বিশ্বজুড়ে বিশেষজ্ঞরা covid-19 নভেল করোনাভাইরাস ছড়িয়ে পড়ার জন্য জনসমাগমকে হ্রাস করার পরামর্শ দিয়েছেন। তাই, এই বছর আমি কোনও হোলি মিলান প্রোগ্রামে অংশ না নেওয়ার সিদ্ধান্ত নিয়েছি।",1
297,ইস্রায়েলের প্রধানমন্ত্রী বেনিয়ামিন নেতানিয়াহু @ নেটানাহাহু ইস্রায়েলিদের  করমনা ভাইরাস ছড়িয়ে দেওয়ার লক্ষ্যে একটি সংবাদ সম্মেলনে  নমস্তাকে অভিনন্দন করার ভারতীয় পদ্ধতি অবলম্বন করতে উত্সাহিত করেছেন,1
298,প্রিয় @ রিয়েলডোনাল্ড ট্রাম্প: জানুয়ারীতে আপনি  কোভিড_19 সম্পর্কে জানতেন। এটি মার্চ এবং আপনার প্রশাসনের কাছে পর্যাপ্ত পরীক্ষার কিট নেই। এটি নিঃসংশোধনীয় এবং কর্তব্যবিস্তার de  করোনার অটব্র্যাককে হ্রাস করা বন্ধ করুন এবং নেতৃত্বদান শুরু করুন। প্রাণ ঝুঁকিতে রয়েছে। <link>,1
299,নিরাপত্তা সর্বদা প্রথম আসে। আতঙ্কিত হয়ে নিরাপদে থাকবেন না।  করোনার সতর্কতা <লিঙ্ক>,0
300," করোনাভাইরাস সবচেয়ে বেশি সংখ্যক দেশ নির্ণয়কারী দেশগুলি 1. চীন 2. দক্ষিণ কোরিয়া 3. ইতালি 4. ইরান 5, জাপান 6. ফ্রান্স 7. জার্মানি 8. স্পেন 9. সিঙ্গাপুর 10. মার্কিন যুক্তরাষ্ট্র",1
301," সিঙ্গাপুরে প্রকাশিত  করোন ভাইরাস তথ্যের গভীরতা দেখে আমি হতবাক। এই ওয়েবসাইটে আপনি প্রতিটি পরিচিত সংক্রমণের কেসটি দেখতে পাবেন, ব্যক্তিটি কোথায় বাস করে এবং কাজ করে, কোন হাসপাতালে তারা ভর্তি হয়েছিল এবং ক্যারিয়ারের নেটওয়ার্ক টপোলজি সবই একটি সময়-সিরিজের উপরে রেখেছিল <লিঙ্ক>",1
302,"ধন্যবাদ, দুর্দান্ত কাজ চালিয়ে যান!",0
303,"নতুন  করোনাভাইরাস বিশ্বব্যাপী প্রায় ৩.৪% নিশ্চিত কেসকে হত্যা করেছে - এটি ফ্লুর চেয়ে মারাত্মক, তবে এখনও ধারণযোগ্য নয়। মৌসুমী ফ্লুর মৃত্যুর হার 1% URL এর নীচে",1
304,নাইজেরিয়া ইবোলা এবং করোনার ভাইরাস কার্যকরভাবে পরিচালনা করতে সক্ষম হচ্ছে কেবল আপনাকে তা জানাতে দেয় যে অন্য সমস্ত কিছুর অক্ষমতা উদ্দেশ্যপ্রণোদিত is,0
305,"breaking: আমি জরুরী ঘর, জরুরি যত্ন এবং অফিস পরিদর্শন সহ  করোনভাইরাসগুলির পরীক্ষার সাথে জড়িত ব্যয় ভাগাভাগি করার জন্য এনওয়াইয়ের স্বাস্থ্য বীমাদাতাদের প্রয়োজনীয় একটি নতুন নির্দেশের ঘোষণা দিচ্ছি। আমরা কোনও নিউইয়র্কারের জন্য covid-19 পরীক্ষার অ্যাক্সেসের জন্য ব্যয়টিকে বাধা হতে পারি না।",1
306,এখন তারা পরিষ্কার করতে চায়,0
307,"নেতানিয়াহু  করোনার বিরুদ্ধে ইস্রায়েলের নতুন চরম পদক্ষেপের ঘোষণা দিচ্ছেন। ইস্রায়েলিদের হাত কাঁপানো বন্ধ করার নির্দেশ, পরিবর্তে ভারতীয় নামস্টে রীতি অনুসরণ করার পরামর্শ দেয়। l ™ ðÿ ½ <লিঙ্ক>",1
308,"কেবল er ডকের সাথে কথা বলেছেন যারা বলে যে তিনি 99% নিশ্চিত যে  করোনভাইরাস সেগুলি কেস দেখছেন। ফ্লু, সাম্প্রতিক ভ্রমণ, বিমানবন্দরে কাজের জন্য নেতিবাচক। পরীক্ষার অনুমতি নেই। রোগীরা কর্মস্থলে ফিরে আসে কারণ তারা দৃ firm় নির্ণয়ে ডাব্লু / আউট সময় নিতে পারে না। অন্যান্য ইআর ডক্স একই জিনিস দেখছে।",1
309,"আস্তে আস্তে, সমস্ত হিন্দু traditionsতিহ্য বিশ্ব গ্রহণ করবে। যোগব্যায়াম ইতিমধ্যে রয়েছে family সন্ত্রাসবাদের বিরুদ্ধে লড়াই করার সর্বজনস্বীকৃত পারিবারিক ব্যবস্থা এবং নিরামিষবাদের প্রয়োজনীয়তা, কমিউনিস্টদের ঘৃণা ও গোঁড়ামির বিরুদ্ধে লড়াই করার বহুতাবাদ। অবৈজ্ঞানিক আব্রাহামিক নীতিগুলির সময় শেষ <<লিঙ্ক>",0
